xAcc,yAcc,zAcc,xGyro,yGyro,zGyro,label
7.12,0.6,-3.52,104.31,-28.63,-40.95,light
8.8,1.02,-5.99,107.18,-35.89,-41.2,light
11.9,3.25,-7.7,105.71,-5.49,-50.29,light
8.61,5.31,-7.81,125.55,-11.41,-36.62,light
9.23,-1.43,-7.06,157.59,-6.1,-52.98,light
6.8,-2.91,-6.03,141.66,-15.93,-83.62,light
7.66,0.61,-4.83,122.68,-13.06,-84.66,light
7.4,1.89,-5.31,115.3,-20.14,-62.07,light
7.56,1.2,-5.79,117.49,-15.26,-57.13,light
8.46,0.35,-4.85,113.71,-15.44,-63.35,light
8.23,0.03,-4.53,105.71,-23.19,-61.77,light
7.58,0.14,-3.9,99.24,-22.46,-60.36,light
7.65,0.05,-3.53,89.11,-21.18,-56.95,light
7.95,-0.02,-2.76,79.35,-21.3,-48.77,light
7.89,0.11,-2.45,70.86,-20.51,-37.11,light
11.01,-0.58,-3.81,74.89,-12.27,-32.96,light
14.28,-4.4,-7,78.12,-10.56,-25.88,light
7.05,-5.76,-4.67,50.84,-4.33,-17.94,light
5.94,-6.67,-3.64,38.02,15.69,-29.72,light
8.64,-2.45,-3.07,13,23.01,-36.07,light
6.07,-0.03,-2.55,15.14,4.39,-24.35,light
5.12,-2.76,-3.06,31.43,9.16,-16.17,light
8.79,-5.13,-3.93,26.98,22.89,-19.35,light
10.13,-3.6,-3.13,13.61,2.75,-24.54,light
8.9,-2.4,-3.47,15.26,-10.56,-15.87,light
8.83,-2.57,-2.75,21.3,-4.21,-1.4,light
10.13,-2.22,-1.51,24.78,-6.47,0.61,light
8.87,-1.78,-2.27,30.7,-24.9,2.87,light
6.79,-3.84,-3.37,23.8,-16.78,28.14,light
12.8,-7.4,-8.46,31.92,23.56,34.12,light
14.05,-5.04,-6.71,-20.39,14.34,-1.46,light
6.79,2.49,-5.41,-34.24,-22.95,11.66,light
4.91,0.63,-3.41,5.43,-6.47,20.08,light
6.56,-5.66,-4.04,1.22,5.31,17.64,light
8.24,-5.75,-5.34,-28.75,5.98,-3.91,light
8.72,0.12,-4.89,-50.35,-2.75,-18.01,light
9.25,1.83,-3.7,-31.98,0.12,1.34,light
9.09,-2.44,-3.14,-13.12,-5.86,19.78,light
7.21,-4.14,-2.85,-25.09,-10.5,5.92,light
6.09,-2.32,-2.7,-39.43,-1.65,-5.25,light
7.4,-1.93,-2.43,-39.86,8.18,2.26,light
9.69,-3.27,-3.37,-40.95,8.79,8.06,light
12.66,-2.39,-3.27,-52.43,3.42,5.8,light
14.06,-4.98,-9.35,-54.5,-2.01,26,light
6.14,-10.62,-5.12,-52.49,-12.45,8.85,light
3.94,-5.19,-3.99,-107.67,13.18,13.18,light
4.1,1.86,-3.59,-95.89,29.48,21.61,light
8.1,2.53,-5.18,-58.65,54.26,50.42,light
10.41,-2.87,-3.14,-26.25,39.43,49.5,light
8.28,-5.41,-2.86,-29.79,2.62,34.85,light
7.3,-2.95,-2.64,-38.33,4.88,13.98,light
9.92,-0.75,-1.61,-28.99,5.86,10.62,light
9.97,-1.06,-1.24,-8.79,-21.73,19.71,light
6.49,-3.87,-3.62,0.06,-29.79,20.63,light
10.66,-5.72,-3.5,-4.82,9.34,20.14,light
15.35,-5.44,-3.28,-17.94,17.76,-0.92,light
7.59,-1.14,-4.71,-37.72,-41.2,9.77,light
1.89,1.7,-4.34,-21.06,-9.58,13.24,light
9.12,-0.93,-2.66,1.16,38.09,9.83,light
12.61,-5.97,-4.52,-1.89,26,11.29,light
8.85,-4.69,-2.87,-34,-20.69,-1.1,light
5.3,-2.08,-3.72,-45.78,-5.31,-13.61,light
8.48,-1.79,-2.26,-36.93,24.54,-11.72,light
9.2,-2.96,-2.43,-34.3,6.04,-0.55,light
6.42,-2.08,-2.54,-36.74,-6.65,6.59,light
7.77,-3.06,-2.7,-32.78,13.55,5.8,light
11.22,-3.61,-2.82,-33.02,19.47,4.39,light
12.16,-3.92,-1.42,-42.91,-6.71,2.14,light
11.35,-5.6,-9,-44.01,-12.21,-0.18,light
6.67,-10.29,-6.24,-56.34,1.53,-2.93,light
4.85,-4.2,-5.24,-94.54,26.86,17.46,light
7.13,-0.35,-3.57,-97.11,48.77,26.67,light
7.02,-0.25,-2.31,-81.97,30.64,39.25,light
5.13,-0.23,-3.47,-56.95,18.01,39.79,light
8.35,-1.84,-5.3,-26.98,53.53,26.98,light
12.35,-4.69,-2.68,-12.88,40.47,12.27,light
10.26,-3.75,-2.02,-23.38,-12.33,-0.49,light
6.84,-2.18,-2.13,-21.55,-28.69,2.87,light
6.29,-2.68,-2.43,-7.2,-15.63,15.01,light
10.24,-5.36,-3.2,1.53,6.16,20.51,light
14.92,-4.54,-3.2,-3.05,-12.02,-1.4,light
13.95,0.07,-4.77,-11.29,-43.15,20.57,light
6.43,-2.48,-4.39,17.7,-62.26,22.95,light
3.02,-1.74,-2.29,8.61,-27.83,9.77,light
6.14,-0.55,-2.05,5.98,10.99,5.37,light
10.56,-2.91,-3.27,13.31,20.2,18.25,light
10.33,-5.77,-2.79,-6.41,-1.59,25.27,light
8.41,-4.4,-2.93,-41.93,-6.47,11.05,light
9.05,-1.88,-2.37,-53.16,19.9,15.32,light
9.83,-2.44,-1.63,-56.27,12.63,25.7,light
7.83,-1.66,-1.79,-61.95,-8.18,18.92,light
5.13,-1.62,-1.2,-65.06,-5.55,11.54,light
5.69,0.51,-0.68,-53.16,25.94,7.75,light
11.05,-1.52,-0.02,-45.41,37.41,18.25,light
13.89,-5.89,-6.73,-51.51,3.91,15.69,light
9.48,-3.07,-6.19,-75.2,6.96,-17.46,light
6.3,-2.28,-8.11,-75.07,16.36,-3.11,light
10.33,-2.22,-6.22,-51.64,74.4,18.68,light
12.6,-0.7,-2.74,-54.02,43.7,4.15,light
8,0.71,-2.56,-39.31,-25.51,14.65,light
3.56,-1.2,-3.16,-10.62,-11.78,10.93,light
6.53,-1.99,-2.79,1.4,19.84,-16.6,light
10.09,-1.33,-3.51,2.62,8.85,-21.3,light
10.58,0.26,-3.37,28.5,-9.28,-7.81,light
9.83,-2.33,-2.48,56.03,-21.61,-6.84,light
8.86,-4.1,-3.18,68.54,-40.65,-30.88,light
7.12,-4.08,-2.93,61.65,-35.52,-31.68,light
6.23,-3.7,-3.44,73.24,-26.18,-36.93,light
11.43,-0.31,-9.44,73.85,-13.79,-47.85,light
8.48,6.29,-8.17,84.29,12.33,-41.87,light
11.83,1.34,-6.6,130.31,30.94,13.43,light
9.01,-7.1,-5.04,136.96,3.23,15.26,light
5.85,-4.53,-3.85,77.64,-12.94,-3.78,light
3.57,-0.04,-3.92,43.88,-21.18,-7.87,light
14.68,0.22,-9.86,29.3,-5,-2.69,light
16.68,-4.13,-3.29,18.13,-46.39,13.24,light
9.63,-2.81,-4.07,-15.69,-92.22,13.37,light
5.75,0.31,-3.26,-29.36,-65.92,4.94,light
4.23,2.62,-1.46,-20.08,-35.16,1.28,light
2.99,0.64,-0.95,-9.28,-11.72,9.22,light
4.86,-2.23,-0.73,-9.4,34.12,-4.52,light
11.43,-4.91,-3.11,-8.91,54.81,-48.65,light
19.11,4.61,-2.54,-10.62,33.39,-87.16,light
11.87,6.52,-2.88,65.31,-26.06,-107.48,light
11,0.95,-1.22,121.28,-39.86,-117.61,light
16.11,-15.73,-6.97,139.83,-7.69,-94.73,light
5.07,-7.88,-5.68,44.86,-23.38,-49.19,light
5.59,-0.47,-2.62,84.23,3.97,-107.3,light
5.12,9.56,0.65,84.59,-50.66,-15.01,light
-2.94,-3.6,4.79,108.34,-110.41,26.49,light
-7.53,-14.7,-2.38,16.85,-41.02,41.93,light
7.67,-9.82,-17.65,-0.67,86.73,51.03,light
29.62,4.35,1.6,-60,26.43,31.31,light
4.16,1.45,-1.59,-25.15,-168.76,-1.53,light
-2.12,-7.11,-7.87,-2.5,-51.09,46.26,light
22.27,-14.64,3.72,-17.76,24.96,19.04,light
7.13,-2.71,-3.66,-87.59,-95.64,-17.33,light
5.72,1.71,-2.75,-65.67,-56.09,11.96,light
6.48,-2.97,-0.32,-36.44,-30.52,34.18,light
3.85,-2.42,2.86,5.55,-35.46,-6.53,light
-0.17,-0.34,1.45,9.52,-39.43,57.86,light
-5.81,-2.03,-2.13,-9.7,-0.37,96.01,light
5.79,-6.6,1.91,-51.21,-5.43,39.49,light
3.31,5.16,-1.5,-39.12,-24.72,77.27,light
0.44,2.27,0.15,8.85,25.51,149.6,light
5.39,-7.39,8.7,21.61,45.78,113.4,light
39.24,32.03,9.55,-7.14,-195.56,60.3,light
39.24,23.06,-7.96,277.53,-361.15,-103.88,light
-38.42,-5.25,10.93,122.5,-165.77,-7.14,light
11.51,-12.23,15.99,-8.67,-68.54,-72.14,light
3.12,7.18,7.25,-54.99,-103.45,-78.06,light
9.9,10.14,5.76,10.25,-71.35,-57.74,light
-0.38,0.63,6.82,60,-71.9,-3.72,light
-3.6,-7.92,11.51,61.1,-31.13,11.54,light
-1.48,-2.91,7.67,19.23,6.35,-13.67,light
6.37,-1.86,11.42,33.87,31.19,-26.18,light
6.25,-0.08,9.67,32.23,19.71,-10.86,light
3.55,-2.07,10,38.02,17.76,19.29,light
3.9,-5.49,8.55,31.31,11.96,19.96,light
1.11,-3.98,5.9,8.73,40.16,5.62,light
13.2,-2.02,8.68,2.2,29.36,-2.2,light
8.15,-3.21,4.91,-0.43,-15.81,-2.08,light
5.02,-5.33,7.28,-15.87,-2.26,0.06,light
5.98,-0.45,7.61,-30.46,-1.53,-4.21,light
4.59,1.01,7.52,-22.64,-3.48,6.04,light
7.84,0.32,6.64,7.57,-12.15,-24.23,light
5.49,-2.15,8.9,15.08,-18.62,-16.91,light
7.17,-2.51,8.44,-2.99,-0.55,7.08,light
5.33,-4.47,6.67,-5.86,1.95,0.67,light
4.83,-1.56,7.54,-18.92,12.27,-10.25,light
5.49,-1.63,7.87,-17.03,6.65,-4.76,light
7.15,-2.76,7.24,-10.31,5.37,2.2,light
6.61,-3.31,8.12,-16.6,3.36,6.65,light
6.26,-1.02,7.94,-18.43,-1.77,5,light
5.48,-0.89,7.95,-13.24,-4.21,7.51,light
4.52,0.91,8.16,-4.27,-7.57,2.38,light
5.29,0.94,7.73,17.88,2.14,-0.55,light
5.38,-2.41,9.63,18.68,8.97,12.57,light
5.17,-6.01,9.64,-4.21,1.34,11.11,light
4.76,-1.97,8.07,-39.25,2.99,1.28,light
4.19,5.25,7.69,-32.17,13.85,-0.55,light
6.6,3.82,9.42,15.56,23.25,8.54,light
5.56,-0.73,7,50.72,20.75,15.69,light
7.76,-4.18,8.03,57.86,39.98,6.29,light
4.86,-4.8,7.26,-13.49,43.27,39.92,light
7.12,-1.36,7.25,2.01,77.58,-5.62,light
6.51,0.33,6.33,-6.96,80.93,-14.1,light
5.08,-4.58,7.44,-13.37,92.22,-0.43,light
5.92,-1.11,6.63,-34.91,96.98,-10.31,light
10.64,6.22,4.29,-5.55,81.79,-20.75,light
9.01,-1.41,3.8,34.55,71.96,0.49,light
8.94,-7.69,2.5,8.67,76.48,-22.58,light
8.77,-2.03,2.22,-15.63,72.27,-30.33,light
9.85,1.13,1.95,-5.31,86.43,-23.74,light
10.03,0.21,-0.01,10.01,69.34,-34.24,light
10.77,-1.48,-0.88,21.18,76.84,-29.24,light
10.22,-5.62,-0.31,13.79,71.66,6.59,light
8.02,-3.69,-0.42,5.43,76.78,7.63,light
9.83,-1.28,-0.6,1.71,67.57,6.41,light
11.44,-1.12,-3.69,31.74,53.71,-4.15,light
11.69,-4.76,-1.95,50.23,14.95,-6.65,light
7.95,-1.79,-1.95,52.19,6.41,-2.38,light
7.7,-3.38,-0.8,53.96,15.87,-3.54,light
5.73,-3.16,-1.41,39.37,35.52,-20.63,light
7.52,-2.2,-1.51,23.8,41.38,-32.84,light
10.39,-0.6,-2.68,23.62,40.34,-22.34,light
12.1,-4.45,-5.96,36.93,22.28,14.04,light
11.95,-4.78,-3.32,26.37,5.74,53.53,light
10.58,-2.81,-4.39,-1.04,-34.79,66.53,light
9.55,-2.94,-4.34,-37.23,-61.4,85.39,light
8.37,0.56,-3.57,-66.59,-62.07,89.11,light
11.38,1.95,-2.94,-10.99,-46.14,56.15,light
9.77,2.23,-1.22,-1.95,-63.05,86.36,light
6.84,2.17,0.68,14.34,-61.04,63.05,light
5.95,5.21,1.43,12.94,-56.34,33.63,light
8.09,3.96,1.69,25.09,-45.29,17.4,light
6.89,3.43,0.98,24.78,-38.15,2.75,light
6.41,1.56,2.88,21.85,-15.01,2.08,light
4.77,2.03,2.38,9.09,1.71,-0.61,light
6.58,2.36,2.72,11.17,35.77,-12.27,light
8.85,4.53,1.23,8.54,35.89,-27.22,light
9.13,2.57,0.26,18.43,39.12,-45.1,light
8.01,-0.12,-0.97,35.34,61.1,-60.3,light
11.62,1.65,-1.76,39.37,76.6,-80.69,light
12.33,2.13,-2.24,70.8,93.87,-102.48,light
5.72,-11.81,-11.54,41.99,134.58,-108.89,light
11.67,-3.15,-5.08,-29.3,175.96,-87.46,light
8,-6.88,-7.11,-13.79,149.78,-92.35,light
9.8,-5.02,-8.28,-28.32,136.29,-60.67,light
10.03,-5.56,-8.75,3.3,86.98,-17.58,light
8.45,-4.14,-9.02,-4.76,58.41,29.17,light
5.91,-4.52,-8.39,3.91,65.8,71.17,light
7.66,-2.31,-8.69,-8.67,62.56,114.69,light
8.19,-2.44,-10.63,-14.22,18.92,133.06,light
6.92,-1.82,-11.06,-9.52,11.29,86.67,light
8.53,1.26,-7.33,9.34,8.18,76.66,light
8.11,-2.59,-5.81,9.22,-25.94,97.47,light
4.17,-5.44,-6.23,-16.54,-45.04,91.98,light
3.55,-2.1,-7.75,-51.45,-32.59,77.33,light
5.83,2.65,-8.44,-61.58,-11.9,75.5,light
8.84,3.51,-6.95,-42.3,-23.19,63.6,light
11.46,2.26,-6.5,-30.15,-42.6,52.86,light
10.16,0.89,-5.18,-21.12,-59.81,44.13,light
4.99,0.4,-6.1,-13.37,-68.91,29.6,light
2.74,0.93,-3.19,-0.49,-41.75,-12.7,light
0.52,1.52,-2.71,7.87,-26.98,-42.42,light
0.62,2.06,-2.47,21.18,-5.74,-52.31,light
3.08,1.3,-2.61,31.98,6.9,-48.58,light
3.71,-0.4,-3.49,27.77,13,-42.48,light
8.06,-6.74,-5.8,7.57,5.31,-39.86,light
7.03,6.9,-3.55,-5.07,18.49,-26.43,light
8.99,0.95,-3.14,9.95,18.25,-19.65,light
10.29,-5.65,-4.78,-25.88,8.79,-59.57,light
13.41,-1.89,-6.82,-58.11,-6.29,-51.7,light
8.59,-1.65,-4.3,-58.72,-19.41,13.24,light
8.84,-2.24,-7.77,-50.23,-10.62,28.26,light
9.49,-9.01,-7.92,-46.33,27.65,18.07,light
7.39,-5.47,-4.77,-76.35,14.47,7.93,light
4.65,-2.53,-3.57,-73.49,3.48,15.81,light
3.05,-0.33,-3.05,-62.26,19.9,27.1,light
5.94,-2.84,-2.88,-43.58,31.86,32.1,light
7.47,-3.64,-4.36,-32.23,18.13,26.06,light
8.38,-2.72,-5.09,-25.57,16.91,18.19,light
9.5,-2.18,-3.64,-13.49,13.24,17.09,light
9.73,-1.74,-3.54,3.11,2.62,20.45,light
9.22,-2.31,-4.34,21.18,-13.18,19.29,light
9.21,-3.62,-4.57,33.39,-8.54,19.47,light
12.13,-5.27,-6.27,38.76,-24.17,20.2,light
7.35,-4.57,-9.99,9.34,-16.3,37.17,light
6.57,-0.8,-5.66,-10.31,-3.17,14.83,light
7.26,-3.99,-4.05,-3.66,-3.78,-4.27,light
6.04,-4.66,-4.91,-29.97,-3.97,11.11,light
6.53,-2.62,-5.57,-35.95,0.18,25.15,light
7.83,-1.92,-5.65,-48.1,11.84,27.47,light
8.2,-2.42,-5.11,-54.75,13.43,13.49,light
7.22,-1.46,-3.89,-56.76,13.06,13.43,light
6.88,-1.12,-3.56,-49.56,10.13,17.27,light
7.67,-1.97,-3.22,-49.5,0,19.47,light
8.31,-2.31,-3.9,-53.04,-10.19,15.63,light
10.5,-1.45,-4.04,-59.02,-12.57,15.69,light
10.63,-3.25,-13.16,-53.04,-14.59,15.75,light
7.79,-10.36,-5.94,-44.86,35.28,-4.33,light
5.57,-2.24,-3.11,-90.58,-5.37,1.95,light
4.93,2.59,-3.79,-63.96,10.99,39.25,light
5.84,0.82,-4.84,-27.71,22.03,55.6,light
10.68,-3.66,-6.17,-11.05,23.38,41.2,light
9.44,-4.86,-4.27,-20.94,0.61,13.55,light
8.13,-1.95,-2.78,-24.48,1.4,4.21,light
8.17,-0.94,-2.69,-15.08,-2.69,12.02,light
7.23,-1.78,-2.63,-5.25,-13.92,17.94,light
6.12,-4.48,-3.48,-8.54,-3.97,18.31,light
6.76,-2.58,-4.34,17.33,15.44,6.16,light
7.61,-5.26,-3.86,14.65,14.4,5.37,light
10.53,-4.66,-4.7,3.11,7.87,-10.74,light
10.91,-1.73,-5.02,1.34,-2.93,-10.68,light
9.05,-0.01,-4.05,3.78,-2.44,-2.87,light
8.02,-2.75,-3.7,3.72,-1.77,-5.62,light
9.82,-4.86,-5.31,-1.46,-0.24,-23.93,light
7,-0.79,-3.44,0.67,-1.71,-34.12,light
7.59,-1.23,-3.19,8.42,-0.49,-13.61,light
7.76,-2.12,-3.73,11.72,-11.47,-6.23,light
7.9,-3.52,-3.89,5.98,-16.05,-15.69,light
9.84,-1.29,-4.68,4.33,-32.59,-13.49,light
9.13,-2.64,-11.76,18.13,-3.6,-0.85,light
11.34,-3.92,-4.74,13.92,24.29,-11.29,light
6.41,-3.88,-1.05,2.2,-21.48,-22.4,light
2.31,-2.82,-2.2,3.48,-20.57,-11.05,light
5.86,-4.16,-4.28,3.48,4.21,-3.11,light
12.99,-0.25,-7.43,31.19,41.38,23.68,light
12.11,-2.09,-4.12,5.13,15.69,7.32,light
6.5,-2.13,-2.92,1.22,1.1,-25.15,light
6.27,-1.81,-3.18,9.46,6.96,-10.19,light
7.98,-1.85,-4.17,16.36,15.14,-5.92,light
9.28,-1.38,-3.8,19.1,19.78,-5.55,light
9.03,-2.73,-3.48,19.1,15.26,0.06,light
8.26,-3.17,-3.43,9.46,14.04,-4.46,light
8.65,-1.45,-3.72,1.46,11.29,-14.22,light
9.48,-0.82,-3.92,6.77,1.71,-18.49,light
9.01,-2.64,-3.67,5.07,-9.4,-12.76,light
8.59,-3.69,-5.62,-10.74,-17.09,-5.74,light
11.93,-7.27,-11.4,-12.82,-8.97,2.32,light
9.15,-5.34,-7.45,-39.12,7.93,25.76,light
8.3,-4.5,-3.87,-37.23,1.83,12.08,light
5.81,-1.74,-3.41,-37.48,-4.7,17.15,light
4.49,-0.11,-3.08,-25.57,4.52,26.31,light
4.82,-1.77,-2.31,-11.78,3.66,24.29,light
6.2,-3.01,-3.43,-9.46,-1.1,13.18,light
7.95,-3.43,-4.67,-8.3,3.05,5.37,light
9.99,-4.05,-3.5,-6.35,0.06,11.96,light
9.84,-2.16,-2.34,-4.15,-14.77,18.86,light
8.27,-1.59,-3.35,10.93,-22.28,16.36,light
9.21,-3.97,-3.48,18.8,-9.22,15.2,light
16.24,-6.36,-5.83,23.19,-20.45,17.33,light
9.13,0.06,-8.2,-3.42,-21.67,20.32,light
6.11,1.36,-5.66,15.14,-8.97,12.15,light
5.66,-0.04,-3.08,28.32,4.7,5,light
6.77,-4.25,-3.89,21.61,0.06,-10.56,light
8.57,-5.4,-5.2,1.1,0.49,-15.38,light
8.43,-2.26,-4.27,-17.76,-7.32,-16.11,light
7.97,0.11,-3.49,-22.77,-6.71,-11.17,light
7.53,-0.79,-3.15,-17.64,-3.11,-2.26,light
8.09,-2.53,-2.87,-15.81,3.42,8.48,light
8.47,-3.01,-2.61,-25.57,-1.22,5.92,light
7.93,-2.95,-3.06,-38.88,-6.47,3.23,light
10.04,-2.84,-3.49,-44.74,-2.01,1.16,light
16.58,-3.08,-7.85,-52.92,-12.02,9.7,light
5.25,-4.73,-8.92,-40.41,-0.85,-2.14,light
5.8,-4.88,-2.82,-48.58,50.29,-9.03,light
7.65,-1.23,-1.39,-64.15,27.59,27.04,light
6.02,-0.18,-2.88,-59.39,-3.17,37.96,light
6.42,1.03,-6.19,-39.31,17.7,35.16,light
9.37,-2.12,-3.61,-12.7,35.58,21.36,light
8.72,-3.92,-1.84,-9.52,18.37,13.61,light
7.9,-3.13,-2.08,-12.63,6.9,13.06,light
8.44,-1.77,-2.08,-17.94,3.97,9.95,light
8.49,-1.95,-2.49,-9.89,-4.27,15.14,light
8.41,-4.58,-3.5,-9.28,-1.4,19.1,light
16.4,-3.28,-5.96,-10.01,2.75,9.4,light
12.61,-0.6,-7.89,-18.68,-21.42,8.54,light
5.51,0.28,-7.04,2.81,7.57,14.95,light
6.33,-1.46,-2.22,12.02,13.55,9.52,light
6.5,-2.68,-2.92,6.35,0.24,-11.72,light
8.62,-2.43,-5.69,-4.82,4.03,-24.11,light
8.64,-2.53,-4.16,0.31,5.8,-24.05,light
8.01,-1.73,-2.92,-7.57,-2.93,-13.06,light
7.86,-2.28,-3.08,-11.23,-1.89,-8.85,light
8.72,-1.92,-3.22,-17.09,3.97,-0.55,light
8.67,-2.29,-2.58,-17.27,0.18,10.93,light
8.08,-3.52,-2.36,-29.05,-6.77,8.24,light
8.94,-2.63,-3.2,-37.9,-6.53,1.04,light
12.68,-1.3,-5.29,-40.1,-7.87,8.06,light
11,-6.8,-8.98,-24.11,2.75,10.19,light
4,-7.39,-4.7,-36.01,27.65,-12.08,light
7.43,-0.93,-1.68,-52.43,38.76,5.19,light
7.08,0.44,-2.19,-38.15,2.99,28.63,light
7.04,1.14,-5.84,-21,2.38,34.24,light
8.7,-2.03,-4.68,6.23,26.73,24.72,light
8.74,-4.27,-2.52,10.44,14.4,6.71,light
8,-3.29,-2.36,4.58,3.23,-0.85,light
8.72,-2.47,-2.18,3.48,-1.22,0.06,light
7.94,-2.26,-2.1,6.41,-11.84,2.01,light
7.19,-4.27,-3.03,4.76,-8.67,9.34,light
12.32,-4.17,-3.28,-7.75,-3.72,10.8,light
17.28,-4.85,-9.09,-7.39,-29.24,16.91,light
5.97,0.42,-7.11,-17.82,-17.94,21.91,light
4.38,-0.26,-2.89,-0.67,2.38,12.02,light
6.68,-3.74,-2.63,2.08,11.78,-4.09,light
10.55,-6.31,-6.69,-15.75,8.73,-8.12,light
8.56,-4.42,-4.84,-35.52,0.98,-4.64,light
6.95,-2.37,-3.77,-55.24,9.03,-3.97,light
7.28,-2.55,-2.97,-60.12,13.18,5.55,light
6.66,-1.91,-2.91,-65.12,13.92,21.36,light
7.15,-2.6,-2.58,-62.44,16.97,24.29,light
7.81,-3.52,-2.96,-71.72,12.7,19.17,light
8.76,-2.16,-3.3,-78.49,9.83,19.9,light
9.01,-1.15,-3.22,-71.41,12.45,24.29,light
7.08,-3.91,-5.36,-69.89,19.84,25.57,light
10.85,-9.95,-7.38,-62.93,49.68,16.42,light
8.69,-6.61,-5.74,-92.35,16.6,19.78,light
7.12,-0.84,-6.13,-98.08,31.43,47.55,light
7.8,-5.14,-5.43,-90.03,49.44,59.69,light
6.32,-7.73,-5.99,-109.86,47.67,49.74,light
5.15,-5.91,-6,-121.46,49.56,50.29,light
6.93,-5.19,-5.71,-127.81,52.8,58.11,light
6.59,-4.09,-5.98,-132.87,43.46,65.43,light
6.1,-3.14,-5.14,-133.18,43.82,69.7,light
5.97,-2.01,-4.63,-116.27,39.31,62.74,light
6.61,-3.95,-4.63,-99.73,49.07,62.44,light
8.26,-4.24,-3.73,-97.23,37.23,58.59,light
7.65,-2.82,-3.64,-90.39,20.02,56.09,light
8.13,-1.99,-3.17,-70.62,11.54,47.36,light
8.23,-2.47,-2.79,-45.1,6.16,35.28,light
8.69,-4.41,-2.57,-25.09,3.23,27.4,light
10.4,-6,-6.47,-37.29,12.45,42.36,light
8.07,0.75,-5.03,-37.29,33.33,16.78,light
11.08,0.2,-3.83,-10.56,41.75,17.94,light
12.94,-2.73,-5.06,-19.04,17.09,46.81,light
7.73,-4.65,-3.63,-29.85,-2.32,28.69,light
5.83,-1.6,-2.92,-51.82,-0.55,16.66,light
5.21,1.03,-3.33,-51.21,5.49,32.59,light
7.32,-0.93,-3.68,-39.18,25.02,49.07,light
9.28,-2.91,-4.36,-44.74,19.17,33.14,light
9.42,-2.41,-3.54,-52.61,18.37,19.29,light
8.83,-1.97,-2.93,-54.02,13.49,20.39,light
8.44,-1.2,-2.99,-54.57,9.03,17.7,light
9.5,-1.96,-3.47,-57.92,13.24,14.53,light
13.55,-1.53,-5.94,-57.86,7.63,9.64,light
11.77,-3.18,-7.29,-42.24,-7.45,2.2,light
5.72,-4.87,-6.94,-57.86,7.57,20.57,light
6.03,-4.88,-4.88,-66.41,26.12,24.05,light
7.62,-2.46,-4.31,-71.11,20.69,19.29,light
7.59,1.09,-4.39,-60.67,10.5,26.43,light
6.37,1.09,-2.95,-36.01,4.09,37.17,light
6.24,-1.14,-2.59,-17.46,2.93,35.64,light
7.3,-2.42,-2.8,-10.8,-0.43,21.85,light
8.18,-2.16,-2.71,-6.71,-0.12,8.73,light
9.45,-1.29,-2.77,6.35,-4.09,0.73,light
10.09,-1.55,-3.69,20.26,-12.02,-1.1,light
10.09,-3.11,-4.15,23.86,-4.21,4.58,light
15.87,-4.11,-5.24,30.09,-2.99,1.77,light
10.38,0.19,-8.08,13.92,-29.05,3.3,light
4.71,2.07,-7.52,37.29,-9.58,-1.95,light
5.68,1.55,-4.42,53.41,18.62,-16.11,light
10.68,-3.43,-2.89,58.53,4.39,-31.62,light
7.37,-3.93,-4.83,41.5,-22.52,-35.28,light
6.29,-1.74,-3.27,26.79,-17.15,-30.88,light
6.84,-1.66,-2.98,14.4,-11.54,-23.38,light
7.17,-1.99,-3.18,2.2,-4.21,-19.9,light
8.3,-2.18,-2.64,-3.23,4.09,-12.76,light
8.94,-2.58,-1.65,-15.5,-1.34,-6.41,light
8.9,-1.46,-2.42,-23.01,-8.97,-10.99,light
12.01,-0.34,-3.14,-10.68,-7.69,-15.08,light
14.41,-2.24,-10.34,-3.85,-15.63,-8.24,light
4.18,-7.07,-8.34,11.47,3.54,-22.22,light
8.24,-3.52,-3.89,-24.54,32.53,8.97,light
10.26,-0.18,-4.68,-17.15,14.71,27.95,light
7.11,-0.35,-3.72,-11.47,8.91,19.17,light
5.32,-0.84,-2.1,-0.37,3.3,12.15,light
4.78,-1.07,-2.54,7.14,1.71,12.63,light
6.77,-1.06,-3.29,15.5,11.54,6.9,light
9.78,-2.12,-4.2,24.17,8.54,-5.19,light
10.36,-2.35,-3.84,26.61,-3.78,-9.89,light
9.41,-2.14,-3.87,32.41,-15.75,-0.92,light
10.66,-3.35,-3.23,23.32,-17.33,7.57,light
15.56,-1.45,-6.83,29.24,-28.26,-7.26,light
8.09,3.61,-9.86,40.04,-34.3,0.73,light
4.27,2.43,-5.63,61.83,12.15,4.03,light
9.09,-2,-1.88,62.5,5.43,-22.71,light
8.26,-1.6,-5.16,42.11,-17.82,-40.53,light
7.29,-1.81,-4.33,53.22,-5.25,-41.26,light
7.17,-1.72,-2.75,35.28,-5.68,-30.4,light
6.89,-1.51,-2.77,17.33,-5.74,-25.94,light
7.88,-2.05,-2.97,6.65,1.59,-23.19,light
8.7,-2.15,-2.18,-3.54,7.75,-17.58,light
9.64,-1.15,-1.15,-14.95,-3.66,-13.37,light
9.33,0.9,-3.21,-14.22,-20.14,-17.33,light
12.93,-0.59,-4.78,6.71,-6.96,-20.63,light
16.03,-1.79,-8.31,11.11,-30.15,-16.72,light
4.47,-3.69,-6.14,28.99,-24.78,-34.61,light
3.97,-1.79,-3.18,21.3,9.52,-20.63,light
9.21,0.57,-3.36,29.48,16.36,-1.22,light
